instant,hr,weekday,cnt
2627.988159088596,8.984134,-0.010234906,177.00226
8712.996292520196,19.99241,2.0044847,114.99261
2547.9980015381097,1.0000212,3.9949846,25.99489
1992.0090830031263,19.979307,1.0180943,111.99367
5141.009068220992,2.0051954,0.0017623607,66.0013
12940.999581479691,8.997813,3.9868565,350.99744
851.9988844356311,21.995153,1.0220637,37.00502
1863.991698464348,10.020058,2.996846,74.998886
14536.002194637716,20.010283,0.010735283,103.98832
1601.0077355180545,3.9851563,6.0011606,0.9837256
3372.9863985486822,9.982758,2.9889038,135.00284
11942.988773261271,18.999706,4.002344,536.97314
1286.0142460173988,16.998434,5.9981074,182.99463
7875.985575460316,19.004702,1.9980769,249.98933
5252.989561668769,17.990398,4.0025187,570.99414
11246.999437444769,18.987118,3.0132673,368.02203
6953.983688570817,7.9989038,5.9968996,113.99775
9868.018660444392,3.9943044,2.0106385,1.9857028
1730.9941876261776,18.00217,3.987804,309.9897
12892.998165461542,8.99491,2.0013773,328.0155
4655.989527086243,21.00254,0.011451025,206.99663
13361.998341110631,21.975683,0.004807527,129.99191
13433.013791802225,21.015635,3.0000198,319.0016
3314.004847762204,22.998142,0.0030668776,65.001335
15835.999026821532,-0.004256067,5.994037,142.00261
15154.020262066284,13.986685,5.0052667,399.0
5582.011572127648,11.00146,3.9940624,150.99858
16684.00978544142,21.984035,-0.00128144,96.003654
11744.992139219028,13.005689,2.9930391,265.98926
14173.986934296368,18.011126,5.9954715,554.0085
1290.0097612042553,21.005072,5.985018,67.98897
11503.98304644483,11.998218,-0.010819189,583.9904
9288.992135649372,22.007687,5.023164,119.01582
15331.995683803216,-0.0014583442,6.0057383,191.00273
17201.016818684966,11.997682,0.9957216,134.98886
8996.995541370756,17.007057,0.0020033775,145.99428
4609.003333534515,22.01252,4.989406,223.00078
13308.000604694063,16.001993,4.993732,492.00934
5331.992670831125,0.99201065,1.0109899,10.010488
435.0014555504112,3.013897,4.0102954,1.0003976
4189.9978422818085,11.00762,2.0153918,166.98859
3232.010138618264,12.976627,4.009752,183.02039
9079.995260458283,4.984552,3.9992676,18.996815
16036.009523252154,20.000982,1.0109111,241.0043
17303.97669507056,20.00436,4.9866843,97.00414
518.9973184501098,16.991598,-0.005495667,55.01206
2011.9858538806943,16.013062,2.00658,135.9934
10982.010719179769,17.00246,5.987728,566.9896
1430.9927467330588,20.987223,4.993733,69.99698
10519.996296067276,9.999819,0.98985577,184.0056
4108.998004382236,2.0058455,5.9924555,59.00814
1675.019037769836,9.005752,2.0119107,156.99414
16669.996767212022,7.9958754,0.015933726,92.997765
12433.003476131897,5.0071564,4.007574,33.99008
9441.006824144546,5.9933066,5.013372,88.00276
13299.990865103724,8.003427,5.005876,712.99414
2086.994217818059,19.009327,4.9921837,136.0112
14952.99772185521,4.9986267,4.0030584,55.9887
12724.006236523315,8.0082,2.00304,673.0065
2469.986847684441,18.977676,0.013374801,209.9982
15100.020262553497,7.9945545,3.0096812,837.98303
12723.000260479674,6.987051,1.9772736,480.00174
8403.005845461728,17.994364,2.9900024,279.98718
12384.98735551104,4.985195,2.0273626,35.995678
9083.988910926168,8.987243,3.9955745,209.99
6854.015742370101,2.9957557,1.9872665,0.9846479
11942.998442722725,18.98211,3.9742742,536.99255
3123.989070056665,1.0077482,-0.00039929443,46.993534
7858.98988213532,1.9928902,1.9929605,5.0079265
12771.985924755869,7.9867206,3.988632,589.9971
8077.019225541235,4.0026226,3.996797,1.9989978
7007.994077995978,13.9871645,1.0039508,206.01245
7385.990064492174,8.021627,3.0012243,456.0088
1960.9844394861848,12.004095,-0.011064839,163.01723
7896.003655898812,14.988882,3.0035684,114.99901
6400.018896255805,4.997648,3.9778845,21.989372
5074.008756727547,6.9983597,4.009291,282.00168
9016.007070166992,12.009943,1.0034207,185.01732
2997.9854263381176,18.995968,1.0125661,384.0065
1057.9832628218987,19.0016,2.992877,160.99901
12804.990068290464,17.02173,4.9927397,646.0075
642.0000367150889,-0.009066937,-0.0039345548,33.00831
8112.011099583531,14.988796,5.0041094,189.0037
9738.990796849544,16.991974,2.9895036,486.99664
12810.992033443188,22.986984,5.0041847,173.99893
14928.9902643578,4.9989142,3.0015748,55.99436
9514.993186276008,8.998907,0.9755541,276.99963
8600.009430660311,1.9854498,5.018415,11.996385
4000.0197973360905,13.005215,0.98688006,178.99246
9998.995425138351,14.993632,0.015032811,352.98514
16896.985037029564,18.988123,2.0148075,432.9904
9484.999866851813,2.0121026,0.0011316963,62.994896
2561.9756723789737,15.016833,3.9879322,235.0083
10317.9873682588,22.998243,5.9881434,83.01716
11614.9988533364,3.005346,4.9900703,13.990437
8949.999245931207,18.015255,4.981192,300.9968
5911.982034208132,20.015724,3.9981973,89.013565
2783.996673810053,21.000538,5.990691,176.99002
9043.993460419892,17.002134,1.98065,462.00174
13007.993364592006,4.0075107,0.01622196,3.996625
7688.97499259369,23.003733,0.9842472,33.01839
9025.989964660745,22.004017,1.0118463,43.01709
891.0000245084386,13.985076,3.0004125,57.991425
11438.002606328011,17.99689,3.9840183,664.0071
14810.000984166409,5.9902215,5.001522,152.00356
3158.993495538752,11.997144,1.0006791,209.01128
4623.993841644136,13.007155,6.0058527,497.00464
4308.997829942788,9.987191,0.0011690096,264.00296
13128.99154603121,4.985429,4.9991593,34.99078
11331.991606970418,8.0032215,-0.0047918833,50.990078
11747.000314544832,14.978839,3.0022502,259.00674
4684.992196877583,1.9997786,2.0055077,13.012014
12897.007948147557,12.9997,2.0107596,305.97794
4892.9989209770165,17.984549,3.0099552,540.98444
11137.009485687851,4.9919653,6.0007343,7.0021286
235.01041585007928,1.001642,1.9992102,3.02617
12862.01593046702,2.004564,0.9901951,13.976114
4459.990607792176,17.006233,6.0046935,400.99295
5335.005133878289,4.0061736,1.0158445,5.0051103
16709.010875764227,23.026398,0.9877717,101.97791
13949.996110466604,9.987852,4.0052557,205.0027
13870.005676678182,1.9970968,1.0144306,4.9960136
4580.007707912604,16.98836,3.9897316,595.01447
6235.001405311691,8.019677,4.012392,415.00488
1341.995707070199,4.00978,2.004182,1.0001837
12503.992528414225,4.0078316,-0.0035387578,9.99805
5329.000475648262,21.997835,-0.0067540603,39.005127
3549.999888667281,19.003868,3.0166085,263.99487
206.00823252121623,19.994274,-0.014523122,37.99269
17087.998522715832,17.989807,2.9978676,568.9944
11844.979197155066,17.011166,-0.007215654,478.0
6934.010522216926,12.002254,5.0007296,240.00717
2938.0139550750314,6.9915357,6.003462,39.98744
3902.989385416526,11.996993,3.98801,206.01292
12465.009919215468,13.005761,5.002592,416.02847
8086.993096679355,14.004773,4.0150895,136.99423
16944.00492569639,17.986704,4.0102143,466.0036
4061.003562537074,2.0048594,4.0050077,4.012696
11688.99799376676,4.9923315,1.0094612,23.00184
7249.997290746748,15.976835,3.9975917,267.0006
16308.016928699828,5.0129447,5.9909487,11.01649
2600.989713671873,5.9953165,5.994652,11.011715
4300.992131968962,2.00182,-0.03403548,68.99779
1348.9806078979582,10.991979,1.9902822,55.993137
11563.988210636757,6.232069e-05,3.0008154,47.001076
8345.992580522228,8.972809,1.0130634,182.99509
10918.998963733957,1.9977064,3.9949937,17.996145
2063.99831249084,19.994154,3.9914355,84.99594
13243.002153874231,22.99848,2.008976,102.987816
7981.984869168832,5.0203495,-0.008075316,4.006081
14435.006071652264,15.023714,2.9862714,338.00516
11114.994761215346,7.0078154,4.9991503,296.00812
16425.000841357618,1.9768667,3.9973783,18.010197
8577.002705030769,2.996698,4.0023336,2.0015445
6736.011854835349,4.99189,4.0031705,17.00242
5331.004163040617,-0.010261644,1.0007968,25.018322
5798.989392677536,1.01251,-0.013681081,75.00956
7696.009989262967,5.990014,1.9948514,63.996902
13552.99013569073,21.002928,0.99820757,295.99072
7068.002542632334,1.999895,4.0138063,7.9847445
15127.97893235482,11.999729,3.9935322,335.00894
13082.981811845048,7.0006332,3.0114405,71.99515
3716.001276253244,16.977146,2.9833493,506.00992
5640.993747715609,10.994428,0.014100436,237.0055
8975.998900934785,19.999262,6.001534,102.99423
6014.999998472298,4.001165,1.9921056,7.9859924
5952.013074482764,11.994406,6.0024996,403.983
6803.008975767699,0.0012627624,-0.003454657,107.011246
13811.003149811022,15.003665,5.0153937,380.01526
10191.99854807179,16.994066,1.0061692,386.99606
14922.996782872977,23.020653,1.9943178,77.98392
9965.011682070368,5.0235076,6.0017776,2.9947221
12371.001879024996,15.02157,1.0006173,292.00723
477.9985669465326,22.008146,5.001571,34.00861
3301.004849132853,10.015972,-0.0013266853,305.00958
7185.003196152719,22.984371,0.99804777,52.00332
4983.011832327808,11.989514,-0.005317707,337.98828
16802.00085857731,19.9917,5.005052,240.99254
11785.99050857396,6.022205,5.0158854,134.98175
805.0024151594648,23.007345,5.9947143,58.99147
929.001561701838,6.995644,5.0113983,73.989075
15021.987104760425,2.00191,-0.014033444,94.9845
2693.990800165181,3.0294094,2.9949498,6.9987946
6763.003095846998,8.008061,5.0069017,209.00668
15581.990686811749,10.003651,2.001684,222.00438
1967.9932363904063,19.005335,0.00561146,103.00924
15693.999255938756,1.9937232,0.009984464,132.00043
12251.001266501631,15.011118,2.9996762,275.00558
1055.9974373286225,17.010191,3.0024946,254.97954
12011.011006620416,14.973382,-0.0214265,501.98233
7117.99653815762,4.0138764,6.0009966,1.0066217
1988.9933324746007,16.999292,0.9971616,252.00752
16864.986498308594,10.997255,1.0048594,133.99066
190.998195733213,4.995486,-0.023856854,0.9983388
14531.005977279256,14.979789,0.00805788,355.00287
14633.981407267054,21.99558,3.9988024,216.99284
15955.000992500673,10.990345,5.000913,221.01323
7275.002468772144,17.009754,4.9928813,480.00488
2662.9963155885766,19.996191,0.98562986,237.01251
12076.993576335915,9.000115,3.0027323,297.01083
9336.985321882828,22.008743,0.009091421,63.997868
822.0087253733988,16.007671,0.0006697315,157.01039
5946.991004780327,6.9998693,5.9862456,52.013256
14033.00061494056,21.01217,-0.0075800135,219.99995
4331.992748421915,9.001085,1.0007358,238.01308
11373.994734284875,2.0059528,1.9956733,2.9991362
2152.988699876426,12.98602,1.0131881,138.99272
10772.0082442145,21.99177,3.999296,151.98695
3228.995391151213,10.019646,3.9917288,129.99532
10370.994947710326,4.9915385,2.002476,24.01126
15084.005936169511,16.006165,2.0053442,494.99503
3786.9967956243618,16.006926,6.004329,394.01575
1938.9917795032568,13.012781,5.9945607,238.9856
11719.991534879357,11.995246,1.9929005,262.98434
2708.999887545126,18.006992,3.0071464,411.979
16315.015063221756,11.988311,5.991761,476.00174
12075.01250118848,7.0050282,2.990192,467.9952
8393.000004404943,7.9972134,2.9887187,404.99918
720.9941870355318,9.005078,2.9887238,123.01525
7251.994709145932,18.003014,3.9990394,432.98938
17265.00436670647,4.9958477,4.003006,11.025358
1737.9969301114716,1.008565,4.976867,15.990312
15915.986275832764,19.997896,2.9874551,268.0099
1880.998783153433,3.0056772,4.0125313,0.9950171
7646.011646153901,3.9803689,0.012706759,12.008024
2699.00825652674,8.003006,3.0077362,444.01663
1533.988556093266,5.9894786,2.992426,48.99808
11452.983191398052,8.988167,5.006479,334.00107
14221.011910108022,17.001932,1.0009012,893.0021
12188.99683742578,0.99894065,1.0075184,59.011456
4806.000932650084,2.9960358,0.0014425375,36.989098
7548.000317416871,1.9917661,3.0074098,10.005434
8992.00102670132,12.013203,0.007264434,234.01646
9332.98806503688,17.996296,0.015225971,168.00885
16615.997526267103,1.9892145,4.986815,12.009794
3593.011265361394,14.005914,4.9856997,239.98438
2812.001909485876,1.0137191,0.983416,114.00236
10319.00100022638,0.012562891,-0.0047656866,68.98669
13983.005319575155,18.988424,4.99406,492.01575
9957.99825901532,22.005856,5.012684,106.0073
5447.996964201972,21.005146,5.016822,106.99217
2484.0112274313706,8.993739,0.9953255,168.99443
6565.996563497526,3.005536,4.017773,4.9994874
10733.991909636508,7.9949408,2.9970155,658.00476
8571.00949865708,21.010614,2.9767857,69.98322
11164.99841090304,9.00517,0.00537273,250.99187
3853.0082113575536,10.0061655,1.9864914,129.98315
7604.99477334146,10.99774,5.0150075,140.00429
13040.008481414448,12.001422,0.99656594,257.0082
13421.968781477604,10.008031,2.9948156,137.99454
13717.988003999224,17.989202,0.9963477,811.99744
6668.003553022675,8.985699,0.9944848,218.99762
7384.004266121303,6.0160527,3.0052,97.98396
2375.989504004207,21.001368,2.9959297,116.986244
8601.994963270783,4.00254,5.0065875,1.9814365
10154.997511727825,3.9965615,0.019491494,13.991597
8621.018619997918,22.999222,5.0056214,73.00246
13369.008682558975,5.010182,0.9916588,50.00756
3562.0113068861374,6.997673,4.0130296,304.01138
2007.994160505392,12.009057,2.0027823,106.001755
8202.992535595062,9.997428,2.0053632,102.00752
6456.003262738735,13.012615,6.004783,124.97696
278.98820948841603,1.0118904,4.006974,1.9774573
12075.000347379146,7.0010414,3.0233161,468.00723
10572.987723301449,15.003267,3.0019023,243.00052
11312.986309177151,12.970865,6.0088496,648.98676
14649.00905724584,12.989939,5.0093937,354.01285
6923.005256801751,1.0142692,4.978428,26.010735
5781.982435424994,8.0024605,5.9994683,88.99971
14883.009811730382,7.0169816,1.0101209,491.99744
16854.010578565467,-0.00038316756,0.99370486,20.00116
2219.997568158441,7.969518,4.005992,313.98755
2094.9909386282666,3.0219932,5.995393,8.995931
2534.0066741605165,10.992545,3.0040646,117.99066
14868.989073474444,17.015839,0.009426203,570.0118
10326.000745698366,7.993675,0.008082921,71.99981
4782.010496921072,2.980653,5.9977,21.99257
1100.999377475418,13.9864,5.007552,191.0063
10531.009023230032,20.99772,0.99983245,223.00038
16619.00249678758,5.002482,5.007264,39.99667
7401.006671854239,23.004824,3.0054982,66.01283
14985.982868446095,13.994877,4.9962335,411.97403
2052.0125556880425,7.9892416,3.9861658,192.00435
6043.988970713695,8.994775,3.0016553,202.00378
12572.979038912654,1.0022732,2.9962757,28.00558
11248.00678910809,19.990158,2.997277,260.01425
3290.01884132059,23.003048,5.9989123,144.99873
10435.991572405172,21.992403,4.000143,168.99039
10268.002926598252,21.015945,3.985444,233.0078
3549.0002145603835,17.995605,3.0044591,309.00748
10634.011079157595,4.0064125,6.002835,6.9806843
13716.993228084062,16.992334,1.0048625,826.9904
4081.0020206205086,22.020138,3.9860435,162.00365
2976.996211847803,22.017807,-0.016972043,114.99548
16343.00963605,15.999977,0.021172259,371.99033
17176.004952680705,9.999657,-0.0030428832,92.994354
1784.9981560695655,0.9949231,-0.008156989,23.971905
9893.0037053271,5.0037675,3.0155025,29.995287
3697.995930338811,22.997896,2.0041695,89.99881
10493.006502285943,6.997219,0.008825137,42.0078
1712.9761176006482,-0.0012166196,3.9755893,23.003637
9108.008414225287,8.998614,5.0002933,262.98056
4419.974822752584,0.9930956,4.986629,34.009506
6386.001031975175,15.007753,2.9768074,180.99835
9822.001219164142,4.009258,-0.012176394,3.0091496
7387.012704120757,9.017666,3.0058544,219.00732
4728.004495974034,20.996933,2.9973345,241.99231
16094.00434946034,7.00733,3.9944117,422.9845
10469.991529161878,7.9961076,6.003622,217.9815
1048.99484694684,10.008652,3.0107493,68.99985
7559.00890637977,13.0075655,2.9911232,57.99219
15691.9852900406,0.015506875,-0.016412009,153.98569
3738.000864545575,15.014663,4.0013924,103.99974
13753.005967390456,4.9990025,3.0038984,48.992687
7508.004941499114,9.998882,0.9928272,110.98271
7014.992763287993,20.990131,1.0042229,125.993416
585.9977838647134,16.000402,3.0043542,35.993496
2302.9939611473887,19.009596,-0.0020884182,130.98703
9411.002487966569,0.008208171,3.9977605,31.012516
13505.999597931535,22.015745,6.0026855,180.00671
8208.985528882899,15.988199,2.0025692,207.00133
2181.006136930768,17.002932,2.0046208,273.004
10028.000743793342,20.001692,1.0014193,219.00029
6909.009073879002,10.988383,4.0154457,129.00064
11931.00224812775,7.001538,4.000719,474.0206
15683.001214168366,15.0075865,6.004789,710.99304
4151.005553446907,19.98517,0.014943078,213.01135
14003.998328584868,16.018202,5.9888887,530.98663
14349.00706306396,0.9862563,-0.0073041124,134.0106
12735.998862794768,20.001486,2.0112598,457.99673
9494.9908026525,12.002885,-0.00094264664,247.99576
13151.986131028114,3.9973426,5.999848,16.012463
5397.005806178541,18.000105,3.0154216,556.0143
9275.009929721286,7.995607,5.010509,220.02
11514.999502929604,23.010788,-0.0011368208,82.01372
11339.013713803632,15.010342,-0.0035529586,38.007877
2973.007351120067,18.009045,-0.008311268,268.00125
6696.0070541237,13.016083,2.017484,179.98862
226.98857516632484,16.985355,0.99242306,177.99074
1262.9880708467165,18.01857,5.0089464,157.02965
2279.009419074861,19.00117,5.991438,129.98955
3944.9928660757446,5.9998665,5.9845266,26.996832
10591.002795464206,9.018192,4.002225,317.99866
8976.99882652698,20.992981,5.994466,68.992256
12072.004148162658,4.0028453,2.984511,3.0040877
5710.007589605526,7.9984603,3.001925,467.00473
9481.004550558828,22.0038,6.012485,94.986435
14779.00510910042,23.00664,3.001648,126.98839
5693.004156777936,14.9903965,2.0151832,196.02185
13609.988652515158,6.0046763,4.0035477,181.0017
9694.991345822162,20.993208,1.0024633,146.99274
1048.0101680205285,9.001287,3.0179257,124.004845
2525.9880886833803,2.9856653,2.9912002,2.0005903
13182.003842229858,9.996844,0.008098363,318.99658
1729.0082576899504,16.005665,3.9993327,142.0068
5739.993250288103,14.021266,4.003907,197.98997
2514.988584316858,16.000484,2.0197203,192.00366
13393.986812018966,5.9967656,1.9904611,212.9926
10200.005832133998,0.9953126,1.9965916,5.981801
14346.998380010557,22.978626,6.011191,157.99121
8711.007195460046,17.999819,1.9858506,223.98596
9855.001279239625,14.01112,1.0016654,263.00708
14759.008738126417,2.9911182,3.0024343,6.999981
10963.98467021302,23.003311,5.0024123,112.993546
14406.0038596248,9.986542,2.0157173,203.9997
436.0024101248968,4.0148883,4.002152,0.9985216
9676.005047252876,1.9919032,1.0164855,4.002151
13208.015882440515,11.996811,1.0005596,266.01215
11537.017222429597,21.003023,0.9773785,220.99158
876.0056717569506,21.993597,2.00782,29.01361
1323.0083961319065,9.031862,0.99591726,141.99248
5088.005856473163,20.994392,4.0211916,210.98291
3699.004183808503,-0.008816058,2.9955258,40.999367
12207.98551447633,20.002419,0.9869683,316.98688
14938.023809044082,13.993004,3.005505,285.99023
11509.00910706327,17.007442,7.133283e-06,522.0116
4791.005603349376,11.988825,5.9926114,234.99834
11495.987711950542,4.015919,0.0013948741,4.0231357
7522.001578909339,0.00052886805,2.005878,22.005114
14549.013524536418,8.989975,0.9942394,229.00266
6792.993934182447,13.99749,6.000836,472.00586
14294.008159122312,18.019878,3.9921994,941.007
12681.005574244184,12.99424,-0.0050851004,613.98126
1292.983776974694,0.007971749,-0.01037173,33.99845
7309.990325192355,4.011137,0.0062027425,6.000166
14770.9858652372,14.991318,2.9998999,318.01718
1052.012020594988,13.004537,2.9997106,93.006966
3325.994291071331,11.013162,0.9946386,179.99998
1700.0093304088823,10.980636,2.999709,74.99527
8807.006012525153,18.0004,6.0050483,297.00854
13177.017660038306,4.993431,-0.0015721447,6.0158067
17243.005957475296,6.9850407,2.9879723,26.005978
15016.01641251678,20.016756,6.006293,324.99164
16513.98833617478,19.00587,0.0031041899,126.99568
17047.00861917998,0.99802893,2.0024812,14.970756
5711.99120663802,10.005823,2.9964504,137.98727
9305.01386132613,13.98762,6.001792,361.99857
3670.999245150381,20.0036,0.9946961,335.99622
8874.009249079594,13.990186,1.9934357,105.984474
17166.0056743027,0.011593764,-0.0112414,26.998846
15736.007019842353,20.006893,0.99877024,403.00015
15281.002503180667,20.991072,2.9983764,208.98175
12568.001511756633,19.994043,1.9928526,386.00586
5923.996444587194,8.011045,4.9907675,288.00995
8170.007811153674,1.0109072,0.99413943,9.015592
209.996702429958,-0.012918277,1.0062671,5.0010667
9254.008634333395,10.998461,3.995729,111.00005
8496.014673496955,15.994531,0.004427312,85.99665
10280.997912791605,10.00837,5.001456,158.99704
3052.997859189487,2.005729,4.0093656,15.007143
4887.995324628266,13.001631,3.00565,180.01076
4249.007362366109,21.997673,4.0025787,206.99083
454.0025334251718,21.9939,3.9930522,55.999855
8735.002093535551,18.013666,2.9886448,289.00375
9889.997676714109,1.999621,2.9918973,5.9925814
9601.001037403288,23.00395,3.9993048,83.99049
1387.0035786169822,1.0084959,4.007772,0.9804823
7596.985203633927,2.996477,4.9950194,1.9931262
8656.996561841013,11.007791,-0.00059237087,137.98297
11377.996139043293,6.0073004,2.0121708,120.00075
14486.012226395202,17.990694,5.004017,546.01324
10833.003639473172,11.0048685,0.0026377507,451.01007
2866.0012490085123,7.005855,2.9888473,52.023983
9199.008585461355,4.0047026,1.988515,1.9861021
6664.990019816244,5.9875035,0.9995262,44.004047
17059.99892350169,13.999999,2.0022283,247.00383
6479.0117288925385,12.004659,0.006696416,321.00278
8128.003921860547,7.0186677,6.0112143,11.025542
16772.989070090793,15.015149,4.0034657,270.00656
10863.010574607377,17.988234,0.9837333,617.99066
2994.0026419949645,14.998321,0.9912836,198.99953
821.0032656606703,15.00049,0.009585762,182.00336
10416.984347911635,3.0047038,4.001103,7.0014277
10907.995613639465,14.990745,2.9952607,268.0012
12749.997475291832,10.003708,2.9941611,166.98836
5429.999474019208,2.9916868,5.001633,2.9898953
7135.00009117415,20.997274,5.9997463,50.01846
2746.001654918891,6.9957776,5.0134273,240.02245
5319.006775327458,11.982078,0.0064045973,280.99652
12789.017584495334,0.99547464,5.0057573,30.987135
16038.991656954828,22.98381,1.0160114,52.99721
6233.010932279503,6.0064406,3.9975178,100.99507
13483.00294204052,22.995808,4.9979706,166.00075
7890.013881852899,8.995451,2.9979293,193.0077
14885.00353379942,8.996743,0.9966466,298.98917
8933.004662071142,1.0126393,4.995068,12.000683
11514.000459938572,22.00763,0.0010177828,107.99076
15898.000317396169,1.9969614,3.025873,7.014651
1575.9832812604104,2.0122647,4.9912972,4.9971523
10857.989019092543,13.025922,1.0075172,280.9911
9909.00854759289,20.995214,2.9929094,239.00003
5677.98835736511,0.019146444,2.0030277,27.006212
1121.9959517250325,10.988326,5.995136,123.00754
14282.995775731612,6.994591,3.9803574,480.99298
12722.008300789448,6.003165,2.0140216,161.01064
15179.997672605528,16.01028,6.00906,721.99457
7750.999691430523,13.006422,3.9945161,174.99821
9815.99535219881,21.996395,6.024204,117.98617
403.9943017788642,19.001852,1.9886361,98.9965
9738.01227344129,16.013441,2.9794815,231.011
9451.005924456136,15.98571,4.9943333,310.99304
4349.007801617547,2.0101886,2.0124066,12.988607
4940.000334577706,17.001001,5.0039854,420.99335
2385.995831604154,6.997439,3.9997323,193.00856
150.00747895015053,11.991078,4.9970226,59.008354
13017.006016652054,12.995737,-0.0202366,419.98373
15812.004505737712,0.005164583,4.9884496,70.98346
8639.00227939122,16.99762,5.9875593,129.00424
15147.99288292334,7.993875,5.013419,705.0098
17084.997529126693,14.993589,3.018366,237.00557
3184.990062720754,13.9936495,1.9955081,184.01985
3176.990711383087,6.0169477,2.0034158,49.005596
4206.01359881823,3.0022106,3.001435,4.9847527
11733.014325059134,0.9814747,2.981694,14.011572
14658.9884406958,22.99972,5.004667,248.01634
2733.9923505102715,19.000217,4.0093303,403.99304
14066.993760452391,6.9996667,2.0144422,178.99718
9638.006455871766,12.003979,6.0082264,221.00708
4456.020772101027,13.004376,6.011183,415.9871
2160.987881350213,20.982273,0.98803216,95.00004
17084.988825642693,15.004963,3.0050066,237.01035
6159.993790534483,5.0221863,1.0028174,27.98659
15978.02506529918,10.013743,5.990247,328.02087
9720.005464853544,22.00374,2.008112,77.00739
3734.002682336358,11.012014,4.007129,117.990685
4103.001304551969,19.981249,5.0080867,287.99167
6946.001496501151,0.010053438,5.9958005,95.99583
7330.007022251845,0.026473645,1.0039892,14.992323
7277.003329800025,18.993044,5.0025373,195.99792
3421.007452831875,10.001658,5.008149,153.01787
